Jt,q4_t
0.05,0.9957680715839529
0.1,0.9867909838689575
0.15000000000000002,0.981185973361117
0.2,0.9840082754165528
0.25,0.9920867627114006
0.30000000000000004,0.997293428180643
0.35000000000000003,0.9942993363540469
0.4,0.9850235873046347
0.45,0.9770338111220981
0.5,0.9768478067310774
0.55,0.9834295512143384
0.6000000000000001,0.9892231498433076
0.65,0.9875910078538321
0.7000000000000001,0.978568268683962
0.75,0.9687196619009117
0.8,0.9654974396278482
0.8500000000000001,0.9700428792591037
0.9,0.9759360085504964
0.9500000000000001,0.9756454730708849
1.0,0.9673401323285353
1.05,0.9562317804505923
1.1,0.9501444177317317
1.1500000000000001,0.9522283774533506
1.2000000000000002,0.9576714457390239
1.25,0.9585602453083318
1.3,0.951322232674853
1.35,0.9395703489567061
1.4000000000000001,0.9309652919125225
1.4500000000000002,0.9303224740830534
1.5,0.9347524322656295
1.55,0.9365279130224138
1.6,0.930575868393748
1.6500000000000001,0.9187640439062895
1.7000000000000002,0.9081237301549094
1.75,0.9046755856114749
1.8,0.9075714381761661
1.85,0.9098331875406737
1.9000000000000001,0.9052461512883164
1.9500000000000002,0.89388592003997
2.0,0.8817760614971345
2.0500000000000003,0.8756343617221369
2.1,0.8765717336799375
2.15,0.8788465989026816
2.2,0.8755636804906131
2.25,0.8650660493131686
2.3000000000000003,0.8520825222121666
2.35,0.843530017133881
2.4000000000000004,0.8422257184151716
2.45,0.8440139617518598
2.5,0.8418431737826001
2.5500000000000003,0.8324997391125034
2.6,0.8192210448289281
2.6500000000000004,0.8086743585551682
2.7,0.8050131833999865
2.75,0.8058410523846006
2.8000000000000003,0.804479304128755
2.85,0.7964514506554288
2.9000000000000004,0.7834003842861527
2.95,0.771363188237188
3.0,0.7654028577014461
3.0500000000000003,0.7648739818618581
3.1,0.7639392539149048
3.1500000000000004,0.7572552339382643
3.2,0.7448702769053479
3.25,0.7318850258754374
3.3000000000000003,0.7238400122972503
3.35,0.7216771013028676
3.4000000000000004,0.7207511844457328
3.45,0.7153124213085769
3.5,0.7039276741672956
3.5500000000000003,0.6905321392055833
3.6,0.6807414353741135
3.6500000000000004,0.6768113299272461
3.7,0.6754882413112834
3.75,0.6710867089152626
3.8000000000000003,0.6609192657676298
3.85,0.6476109615676207
3.9000000000000004,0.6364972642852684
3.95,0.6308160511569734
4.0,0.6287487865594663
4.05,0.6250961038589391
4.1000000000000005,0.6162410555944619
4.15,0.6034499099696029
4.2,0.5914776140317012
4.25,0.5841970019975389
4.3,0.5811348119151937
4.3500000000000005,0.5779010305968796
4.4,0.570335587582264
4.45,0.5584038829501238
4.5,0.5460412003110185
4.55,0.5374211113068058
4.6000000000000005,0.5332313576269261
4.65,0.5300884144716558
4.7,0.5236868151258274
4.75,0.5128557333351256
4.800000000000001,0.5005433806268719
4.8500000000000005,0.49091754971279883
4.9,0.4855898085009041
4.95,0.4822526354445718
5.0,0.4768120603778627
5.050000000000001,0.46721540186567906
5.1000000000000005,0.45534198395379855
5.15,0.4450829405017308
5.2,0.4387170836796942
5.25,0.4349753924890001
5.300000000000001,0.43025046390240845
5.3500000000000005,0.4219171464851218
5.4,0.4108004539098866
5.45,0.40028817019550894
5.5,0.39307127735240943
5.550000000000001,0.3888071862690849
5.6000000000000005,0.3845479404893542
5.65,0.3774147253337761
5.7,0.36728866848531777
5.75,0.35688459939280714
5.800000000000001,0.3490627781760234
5.8500000000000005,0.34425296611069284
5.9,0.3402397139208365
5.95,0.3341739601099717
6.0,0.3251820304972261
6.050000000000001,0.3152084147984239
6.1000000000000005,0.3070588347864503
6.15,0.3017635136946077
6.2,0.29783251230339997
6.25,0.29266219582107855
6.300000000000001,0.28485910186215324
6.3500000000000005,0.2755828852265903
6.4,0.2673892618591147
6.45,0.2617327108757096
6.5,0.25778896133464413
6.550000000000001,0.2533348601717139
6.6000000000000005,0.2466975222340538
6.65,0.2383189354993367
6.7,0.23035147027933456
6.75,0.22449949292283916
6.800000000000001,0.22051635474710163
6.8500000000000005,0.21662033843263429
6.9,0.21106764352100602
6.95,0.2037145325940633
7.0,0.19621392120243258
7.050000000000001,0.1903524877451126
7.1000000000000005,0.18636091601715565
7.15,0.1829052310132408
7.2,0.17832352414074745
7.25,0.17205300899013712
7.300000000000001,0.1652179795864148
7.3500000000000005,0.1595352976495249
7.4,0.15560730323739635
7.45,0.15252230563248204
7.5,0.1487916587648182
7.550000000000001,0.14359997948872233
7.6000000000000005,0.13757860802955107
7.65,0.13225097751220766
7.7,0.12848196225318248
7.75,0.12574292345463417
7.800000000000001,0.12275875806992881
7.8500000000000005,0.11859832464388809
7.9,0.1134842895045376
7.95,0.10866513643235892
8.0,0.10515838825572199
8.05,0.10277459684177515
8.1,0.10046057075091194
8.15,0.09726103119420627
