Jt,m3_plus_q4
0.05,0.9909884453581776
0.1,0.9723521012940793
0.15000000000000002,0.9612443425184748
0.2,0.967752498109487
0.25,0.985980957301252
0.30000000000000004,0.999212117478569
0.35000000000000003,0.995158691281723
0.4,0.9776311461295757
0.45,0.962826316770594
0.5,0.9642235610772842
0.55,0.9805678972239231
0.6000000000000001,0.9969189178053762
0.65,0.9981325178092515
0.7000000000000001,0.9831333934336673
0.75,0.9658452636508413
0.8,0.9620549312427433
0.8500000000000001,0.9752112917637692
0.9,0.9933241819493466
0.9500000000000001,0.9996578360811912
1.0,0.9883806870967823
1.05,0.9700247489318898
1.1,0.96140803710362
1.1500000000000001,0.9703586408008146
1.2000000000000002,0.9887433168422493
1.25,0.9996126562088771
1.3,0.9929181995248806
1.35,0.9749828955859946
1.4000000000000001,0.962301722794191
1.4500000000000002,0.9664000686162184
1.5,0.9835702558607299
1.55,0.9980139308177878
1.6,0.9963568673358266
1.6500000000000001,0.980268446876369
1.7000000000000002,0.9646113568040404
1.75,0.9636317032064412
1.8,0.9782369709800272
1.85,0.9950115393178374
1.9000000000000001,0.9984081775534462
1.9500000000000002,0.9854033525998661
2.0,0.9680815243258812
2.0500000000000003,0.9622286020727244
2.1,0.9731701609492083
2.15,0.9908686362385494
2.2,0.9989074145491921
2.25,0.9899273231503465
2.3000000000000003,0.9723511869213395
2.35,0.9622295886634649
2.4000000000000004,0.9687495893008573
2.45,0.9859311566814924
2.5,0.9978231166479887
2.5500000000000003,0.993439304298069
2.6,0.9769888664133408
2.6500000000000004,0.9635353677066031
2.7,0.965272021020437
2.75,0.9805902606334505
2.8000000000000003,0.9952524320595633
2.85,0.9956311330531462
2.9000000000000004,0.9815341079117014
2.95,0.9659201625649432
3.0,0.9629239974038146
3.0500000000000003,0.9752418573496284
3.1,0.9914038487728573
3.1500000000000004,0.9963098117494177
3.2,0.9855404786361168
3.25,0.9690557861533164
3.3000000000000003,0.9617659201977884
3.35,0.9702472130764795
3.4000000000000004,0.986570059594775
3.45,0.9954066395071419
3.5,0.9886150097786779
3.5500000000000003,0.9725455731349061
3.6,0.9617290328642407
3.6500000000000004,0.9658982426648565
3.7,0.9810943857197733
3.75,0.9929733872732462
3.8000000000000003,0.9904495384554215
3.85,0.9759641945731335
3.9000000000000004,0.9626257436100352
3.95,0.9623906095617093
4.0,0.9753343084673556
4.05,0.9891672955326437
4.1000000000000005,0.9908408394836251
4.15,0.9788984052735218
4.2,0.9641722640773479
4.25,0.9598072313630014
4.3,0.9696254758702063
4.3500000000000005,0.9842276127103661
4.4,0.9896984022856619
4.45,0.9809836022969035
4.5,0.9660208713937561
4.55,0.9581140511023035
4.6000000000000005,0.9642493016578907
4.65,0.97844667075306
4.7,0.9870406396054549
4.75,0.9819318991287479
4.800000000000001,0.9677975775226797
4.8500000000000005,0.9571687848833995
4.9,0.9594070787694191
4.95,0.9721383447338869
5.0,0.9829816831376793
5.050000000000001,0.9815491279739855
5.1000000000000005,0.9691400485419568
5.15,0.9567417429598011
5.2,0.9552032936384521
5.25,0.9656064919596344
5.300000000000001,0.9777114775462535
5.3500000000000005,0.9797403141912687
5.4,0.9697306334486155
